,gender,age,id,became_member_on,income
9233,,118,6c489cb73b4e4241bd292ba332e2ee8c,05/29/2017,
9242,,118,a92ee1678a77410cad6f44a6a7391ec9,09/14/2017,
9256,,118,c25ea74fdfce45d990fb4c03e80d008e,05/14/2018,
9258,,118,76fb5110d9f44265b3d9b5d9aebe1573,01/14/2018,
9272,,118,4e1f3f2727bd4a2bbb3df5cf70d21a74,06/03/2017,
9273,,118,cd7285b50d5249918fcd7ddfbbc033ea,10/04/2015,
9297,,118,905de0fd4a18487bac15b2d95f2c1e3d,08/15/2017,
9306,,118,cc70814cda714d2681da3d39a3a817b5,12/19/2016,
9310,,118,4078608e9fe649918845fdb162bdb094,02/21/2018,
9319,,118,e754520250894679afdc4697d60938c6,04/20/2018,
9322,,118,4154541659f94da3a2e359cd419f8b33,07/12/2016,
9327,,118,ff10813b5b234830a6c2a43ac7ae765e,03/08/2018,
9328,,118,864cf7e991de4c7eb39c3f2936342bb9,11/24/2017,
9331,,118,ae0e47bc419940d68686ae364e73212b,03/18/2017,
9350,,118,45f37b268a36476ea205bed02a7ecf17,10/06/2017,
9380,,118,c5ecd92a7d1f442fb098df6d6ab8a3e5,04/29/2016,
9383,,118,058815f9957648d5ade6e9f8643e5e0a,07/14/2018,
9384,,118,c006941260674255b5b74fe2d6bdb217,12/09/2015,
9395,,118,72ec58372b764a4f96de1ea69a823ef7,04/26/2018,
9406,,118,6509fcdc07524a27ad833731d097fd04,07/22/2014,
9408,,118,072290a7410e49d3a1e45a89c92c58f3,01/18/2018,
9415,,118,815e75930aed488cb61d56afb4627457,07/02/2017,
9426,,118,970d5bbecdf4439caad43284bce5cb60,12/28/2017,
9445,,118,0c568217dc7d47ca936b567f8a22588f,05/16/2018,
9449,,118,c99a06c81f8540b49cb6a66719ea62dc,10/31/2016,
9458,,118,bbef9db2011e494ba7df025a9817f44d,10/13/2016,
9461,,118,e376f68b370949c8b4eb3829e28f46ae,08/04/2017,
9463,,118,c78715809ceb4ff28855143c707c75b7,06/26/2017,
9470,,118,d1a98d3953d8484286bf024fec8464b4,09/01/2015,
9485,,118,7783eafc2596499abe578b5c6032a785,10/08/2017,
9497,,118,3c10ab432bde490f8bc2d294eb220e60,01/25/2016,
9502,,118,0c2b6d3f0ec041e0b3ff7bca40fd57c1,04/05/2018,
9507,,118,67d07ddc731f420ead3ee2ff451b72ad,05/07/2018,
9524,,118,b977a6076c4d4af6a83176a9f0be9169,06/25/2018,
9538,,118,d0a70db109564df1be5f0cfcf3296642,04/19/2017,
9551,,118,fa4b08b07db44bb9a1bc8dbf1d0c9dc2,12/04/2017,
9552,,118,8d0222afd15e4107b591494ea69714f7,03/23/2017,
9559,,118,5e911bd98a2c4d5d80e2b583a9ad3095,06/26/2018,
9560,,118,757230e7cc8a4c4797e5027dd12b46f6,02/14/2016,
9572,,118,7a7814117ff74dc797131e9d24287b72,09/08/2015,
9575,,118,2f55fd614ef64ce8b9dd7e769a1931ef,01/15/2018,
9576,,118,05929d20f3c24ffe90b919936b714dc1,12/23/2016,
9577,,118,4767eab256df42928fad7cf899c2cc15,12/22/2017,
9578,,118,cb351d3c1d3647a8bb6da47ae25d33c0,11/18/2016,
9582,,118,da06c4058ee84b549216387bb1ed1adb,01/19/2016,
9586,,118,e6e82c8a1fdc47a3b3ce99bd74d9c937,07/11/2015,
9588,,118,cc92218e84a0477eb5dfa2433f1317ba,06/06/2018,
9599,,118,6312a8be2d0b41ccb5aafff9eeefd71b,01/07/2016,
9623,,118,200a4da6dfc341c8940291b10292526e,06/27/2017,
9625,,118,afdacfb08f81438599f1b8bf44ad979e,01/08/2018,
9639,,118,f9774a27b8784133a7afbb234d4fb08f,10/22/2017,
9640,,118,7f4e982a72f14c619d2c4e29b1ec9806,08/16/2017,
9647,,118,75f49e85136b4cca9ea20521d183c9e9,11/27/2017,
9662,,118,333ae65399aa492792fe00d795f2230d,02/13/2018,
9665,,118,80d797b106e34d9a9e9538e4169646f6,12/16/2016,
9674,,118,1dc3755f202d4c3789d29084729acad0,03/21/2016,
9694,,118,f3e6c94802844ef3bc919947f2c6ca54,02/22/2016,
9695,,118,db7dbb23f1ba4e568a53e2952056925b,09/26/2016,
9700,,118,c29e68ee544a49ecac9fc082c61abd3f,02/06/2018,
9701,,118,b27ee195759a4d16a2f503c3ae3d40ae,10/14/2015,
9703,,118,4b4a8aca9fce44789629a33718a4544c,06/03/2016,
9707,,118,6dfc5d41942e4d078b6971f7c85c31d1,03/31/2016,
9716,,118,703129cecd9041f2906320c392606bc4,02/09/2017,
9720,,118,71d9a96b20854903a5a393415ca43c6a,12/13/2017,
9726,,118,6e7a4ed8cccc4344a26fd66b5734141d,08/13/2016,
9736,,118,f9007a7d6a2742908b93fe151311e205,12/09/2017,
9758,,118,d957fa9d6d324b978d99cef8b3bfa9fc,08/25/2017,
9760,,118,1f69a55fd38841e2ac2f092288efe8ff,07/21/2016,
9761,,118,412b0e6652aa497ab9925526c98510f1,04/25/2017,
9767,,118,233145afbbf9433599ed804197970a81,08/29/2016,
9791,,118,a81cdbb246a34a9b86da98b70fc0454f,04/10/2017,
9801,,118,dc6bff5a2cb840b09d6a3bbf0f3da9b6,09/26/2015,
9805,,118,455d955f7c364290bd59e0c67f422324,12/26/2017,
9809,,118,93f42414bddb4704b04bfe0aec55f0af,12/25/2016,
9815,,118,86becbd667a94db3a3dee0854470de7c,01/07/2018,
9819,,118,78911ab304e6496585ea2c8f4b1c7a0a,03/28/2018,
9821,,118,5e8215fcf444409c9acbbb2ebdc2e392,05/22/2018,
9827,,118,977674731e48466dbb0f5c7233952102,06/13/2016,
9835,,118,bfb3fd4706764ef6b0f86d9b5f851414,10/25/2017,
9836,,118,5aea02861ebc45f5992f8decd1086d38,12/25/2017,
9840,,118,0726974d41e5448ebdbb441f00df925f,01/04/2018,
9841,,118,8dcbd64b4c664b5da20e8203ca26486c,11/06/2017,
9842,,118,c48c23ad5e914e2cb4e66661f83886bf,08/19/2017,
9872,,118,1c28b1041b4a4b06bfb1d2bfd4ef075b,09/21/2016,
9874,,118,974426519c1f4e6e876a7bffeec78254,09/13/2017,
9877,,118,59bbc63953ea4b9697cc4f00e5851612,07/15/2018,
9882,,118,95e1989381514c7bb26c6bd8c469beed,02/04/2017,
9893,,118,600c69629916471daa0a5ca79d75b654,08/16/2016,
9899,,118,a126d354276d4b37b32b8f2ddac3235f,04/20/2016,
9910,,118,7a1b359ee2bc44818d7d21304973d4c8,12/08/2017,
9925,,118,c2938f6da5f047658f1a6500e86b20b4,04/14/2018,
9929,,118,3dad85aa966e43e8ab04f01332a748e8,04/18/2018,
9935,,118,46c03cc2bbfc4489a3f07d71c852bc9a,09/29/2017,
9937,,118,0b363865b7574d8d947b56a574745bbd,09/07/2017,
9944,,118,8a315401afe44e9c9fc99ba05e4d4889,08/13/2015,
9946,,118,8943aa83de86432c967210e709779cc4,01/29/2016,
9951,,118,c13cd223575f47ff8fa7f53bd99b5cd8,09/07/2017,
9961,,118,794bd333e1c4441eafc03354fe9f5836,12/03/2017,
9966,,118,7d680b5335db412f82434247a682b727,12/02/2015,
9971,,118,2f786c7fa8914c9d881dd68af7cfb906,07/01/2018,
9983,,118,b27d2fa204ad4855914bb1bf678da11a,10/26/2015,
9999,,118,728f60168a004d65bfd2dfd5f8f8ccd8,05/06/2017,
10008,,118,c53e98bd3d794b72b466a8d4634448ee,11/02/2017,
10012,,118,35b492fc36c949fb918c4c426e61ae39,01/31/2018,
10014,,118,59ce6d45fab34738a238bd826cda210e,01/08/2016,
10016,,118,c9486068f235430685ccfbeb1e0525d6,02/21/2016,
10017,,118,db74273ffdf447aaa1deb392f3c95e29,12/23/2017,
10024,,118,da52d3c984984a5d842acbcb73f0fca5,08/07/2016,
10034,,118,f3fc3610d0494dfabc8bf0eb9a15afe5,08/25/2017,
10040,,118,9b2ec72a4ee04bb1bbf360642f22e7d3,07/15/2016,
10042,,118,2501ffd88b2b44d28810e3c3387fbcca,05/31/2017,
10044,,118,b26d1d48ab8c4ca7b68488340093d2ec,02/27/2017,
10045,,118,37e4b2119d754558bebf92f3a06b9650,09/20/2016,
10050,,118,964c98dc94fb4887a6843cafa5041dd7,12/21/2015,
10060,,118,4d0f1506ae6b494f8bf11d4ddc700fca,12/30/2015,
10064,,118,8169650c51c844c88dd0b5f037e278bc,01/05/2016,
10075,,118,020c2d7b3d1b4d24b9502626b2d7ef46,02/24/2016,
10079,,118,5fe4b33c135b4f96a0eb6f1183758cdc,06/03/2018,
10085,,118,84545eb7824b4aaa822bae2e5e6cecaa,08/24/2015,
10089,,118,e6af8105efee45bfa81e38fe55201d1c,12/03/2015,
10091,,118,8b3e8a3f563347e49c139b4469889c62,10/03/2017,
10101,,118,cd32befc26c54f14a43790c6066ba231,05/26/2018,
10104,,118,99cbd67a0475439eb62b01c777f4c5f4,09/10/2015,
10105,,118,7fdff5bc0f6c4df99a22b893372df102,11/19/2015,
10119,,118,02f77bb76ed14d28a05e23b3e00aeb9b,02/21/2018,
10123,,118,36ee9d2930c14d8c85f7a01a56001713,08/05/2017,
10130,,118,9fc5a31838584848a44d24e78fe870a9,09/07/2016,
10142,,118,10c909b814ab476ab3ba5668d63ed3a1,04/12/2018,
10166,,118,d6df308b05364b2b9ed238bbf838b3d3,07/02/2018,
10171,,118,6e2e60cbf97448c9ae499babe8d3d769,02/01/2018,
10174,,118,4ae9b46319004a23b84a545a7f6a568c,04/18/2016,
10181,,118,aa85d9108050430886b7cdf7d2f3de1f,08/14/2017,
10198,,118,33bc805e7baf4d3098211b05621d3022,12/12/2016,
10207,,118,922df90b9d774bd59b64469bbb9d47d7,11/01/2016,
10219,,118,db7093f9994f438ba01ffdc8f70b69e0,11/23/2017,
10221,,118,394bb4dab27c47fbb08c6dc2912e88b8,02/19/2016,
10230,,118,4f2a9737b0eb49389b1936cc179cae56,12/24/2017,
10243,,118,94882c9b21b24d7fb2c3c0bdf2ae34f8,09/23/2015,
10248,,118,6fb2a442ccb44db9a4deb57f00a1fa7e,09/21/2017,
10259,,118,2a6c8914794648898105621376394cc2,03/12/2018,
10261,,118,8ad1a146702e4cddac2619fc67690096,08/07/2015,
10262,,118,8bafff02fd574a7d8abe2d548a1b01a0,08/06/2017,
10269,,118,919fd37f06054f548f34da7cb110eef6,10/13/2017,
10271,,118,d39e704f67fd4b9f98b83b0ed422ef6c,04/30/2018,
10276,,118,5c42c4ebc76543dab1c3791784a251ba,09/19/2015,
10278,,118,8418c2bf54904a75a0af4628eb0e1c44,10/07/2015,
10293,,118,07d5af069ead41e9994707b6caf0312a,12/30/2015,
10342,,118,84d32c85c84944068fa31aad35829406,03/22/2018,
10344,,118,ef4ba06a65bb4dd19abc8dcb53b70a49,09/09/2017,
10347,,118,2dc7fa1c3547421f8e4792839348bb81,03/10/2018,
10352,,118,4004ab48104f402aa580c53b4d09d9dd,12/02/2016,
10359,,118,566d06e7dfea40d7b0db51a5898895d2,07/17/2018,
10371,,118,8665d22978b14ce1954f4b373138f0a3,07/27/2016,
10382,,118,1d9437edaf764ab496b37cc90fcf6a0e,02/23/2017,
10384,,118,660f89d83896499c8d76cc429c097a65,04/29/2018,
10387,,118,929e792faa2f4cea8d0a820ee7430ec9,05/13/2018,
10409,,118,e939b759b0fc46c5a10563315f01d91e,01/08/2017,
10414,,118,fc5c03ed88994b60bff2839cc428c313,07/14/2017,
10423,,118,9f7010200826477d93a4a8e496cc2bc0,03/31/2017,
10431,,118,727a6854adcc4bfd8fa07874e6398fe5,05/19/2017,
10435,,118,e50fca3eef0e47a2977b018ab767951a,09/03/2015,
10436,,118,3964c9d017984279866a8496b9cd2156,10/31/2013,
10455,,118,1314cb7b712649af9acf1ac19aadd267,11/10/2017,
10463,,118,2ca26dc17c8644118f094f0c0e887e65,08/12/2017,
10489,,118,5b5449454f7842e3b0e8993012278079,12/16/2017,
10492,,118,4d72f75250a141dabf04ec46ad021322,11/17/2015,
10504,,118,ba64a196c31740debce4eeca69c84d98,09/27/2015,
10512,,118,6a9185d936ce42d68d9e50e2366c735b,07/19/2017,
10513,,118,e617d169516f42a7b7d01273a0eb0946,05/13/2018,
10517,,118,27ba8ac89a484a7fa6e7f5f2e97e3958,12/26/2016,
10522,,118,45b7a172ef3e48d6b76ed759f07a3734,02/01/2016,
10535,,118,aa3960d0d49f49daa8e022634d42c75f,05/16/2016,
10540,,118,4dce174eaba74a7f8a11dd14f71481b3,05/20/2018,
10545,,118,f3f85e5b209a4a1d9ff9dad77c154378,12/31/2015,
10559,,118,32eb794b02e2405abcfd9a8a71eccb8d,08/04/2015,
10568,,118,8b7aa17a27a940558bf3c4da44f0cb00,04/26/2017,
10570,,118,3f935f28934b4151b6b7aadcb10c7a2b,11/13/2015,
10573,,118,1a56f12f57914c99a5df8e7567e552ef,02/18/2016,
10575,,118,9f8dd6b5fbb6414fa71eb213e8c03bfc,06/21/2018,
10597,,118,be8ce8ad597f4737af9c7ec97ab233ff,09/30/2017,
10607,,118,21e74285eb374f9fbd67a0db379bbca4,06/25/2018,
10612,,118,c5c11d1cab5846049624f89ef43e3200,04/06/2016,
10649,,118,47bc79bf0914408b9c1439c2f55f6616,08/04/2017,
10651,,118,f0f10e521acb43febb2049132cda64e1,04/11/2017,
10655,,118,1f99fa0f7d48410e9445aeb509db2d18,06/17/2016,
10658,,118,4a7ad5e4af5c479d8f752092c85b9fc2,05/27/2016,
10673,,118,1d62e4d00ea746fb9db2ce3a38f4794b,05/22/2018,
10676,,118,953d9e44fa3b46e788a540a26ec7eeec,11/18/2015,
10694,,118,9cbf831239914565aebb4495c0abecf8,09/18/2017,
10701,,118,a7642f0b16db485a84d4a8a11dc8ade3,11/28/2017,
10702,,118,546ce705bc3d48b7a8992a37bd3d53e9,10/10/2016,
10719,,118,f92a82f8423a449a8d5fd1c3b4b696c5,12/05/2016,
10722,,118,71d5e7688c8b4feab78554691c12c9a9,05/07/2016,
10727,,118,7e8485c281ca423bbd8da3086532f1eb,11/23/2015,
10737,,118,53240b77536a401d9f7a507325ac731f,02/01/2016,
10751,,118,08f9f15c18064a80b9ee82256bafd697,08/01/2015,
10752,,118,c228f71dd3b44b7f9ccf58c642b8a701,06/27/2017,
10753,,118,0d4bc2b53dcf4489bffe55c3a32adf1f,05/25/2016,
10758,,118,82358d808d0d4f19b1d3dcbcb0c16cb1,07/20/2017,
10770,,118,7bdde8f906304a2f8c497f9d7474d8bd,02/07/2018,
10771,,118,06277465ef3145f28b6e15acb4a948b6,01/21/2016,
10773,,118,2a3a4c2372184141a1532f394d669004,01/07/2017,
10802,,118,11272c6ccf0c40fb8b30a88711a57bf5,05/31/2016,
10816,,118,3844dc1e0a3c4ecab579b8f8148d2c17,10/22/2017,
10823,,118,fb94c0d3247b41adb00d6a46b4603fe8,04/26/2018,
10830,,118,2e5e0dec6ec6427b965e755be45261ac,03/26/2017,
10844,,118,a1b9e86542dc4136a522c254616dfa6e,05/29/2016,
10847,,118,08fee0daaf174feb9944aecc99461d2f,09/29/2017,
10850,,118,125562e434cd48fd9297a5f67111d5ce,01/15/2016,
10857,,118,659205cbe3a848e3a18e4ff1c65e5f91,12/10/2015,
10868,,118,faeded6115f34aa6a608b2cbe7b6f39b,01/13/2018,
10888,,118,66b825b7056f4d369db6a31d0d2fcf4c,11/23/2016,
10905,,118,df78c2a9a10947ea8069655d46e86e95,03/12/2018,
10909,,118,1bdbca24f6f04fd58ae5343f0691a129,10/17/2017,
10912,,118,51bceaa7ea2f450cb27e841aa9afcf02,04/14/2016,
10921,,118,36ef13fb138a429a83c9276fa6a6f507,08/20/2017,
10924,,118,72f255406ed240f9802df9093052e8f6,07/15/2018,
10935,,118,6b5a3adf29cc4c07ad045027b0105b44,06/02/2018,
10952,,118,adb0e6f8e45d42c983c7afef1bf970c1,10/03/2016,
10959,,118,472443e4fc37453eb4942f85a6ff65f6,04/20/2016,
10973,,118,a0c9c2d90596405b9d17fe1a9e24a954,04/16/2018,
10975,,118,e7c667078aed43f5bb33b96d22c0fce0,01/14/2016,
10977,,118,cf0db5d5f1f14a44a953df62cd9713e5,07/05/2018,
10985,,118,7e5c724d4f5b42bcb53adda50b7a6dab,04/06/2017,
10986,,118,f3fd1aa25b3248c1a0fcd3299562cd65,06/20/2016,
11013,,118,c42883ead2d0413298e204d4643cb64b,09/10/2015,
11016,,118,95d0334b42b64eda80ecb98f3dc7fc77,12/17/2017,
11017,,118,3d0d7375e73a4938a9ab6a6a2e884ec4,02/06/2017,
11021,,118,834475cf0b65466584631c77eba7fca7,04/20/2018,
11024,,118,3df2d3180bcd4876a3abb7035a3bcb5d,10/11/2017,
11027,,118,542c41f5afc049e7ae7d4721ace9d286,04/06/2018,
11037,,118,dda231a70a21494da0f8358314cd9571,05/02/2016,
11051,,118,57a61bd83da2490ca30d37c19460c1e6,03/17/2017,
11057,,118,1a4dd2d3c7a54ad68bb0e067220ef4b9,08/21/2016,
11058,,118,884e591b217642cda0f8d69eda127a5f,09/30/2017,
11059,,118,8b298b81838242ea9a92b16d8bc5d068,12/11/2016,
11070,,118,37e765f48ac840a4b6de70c953d6576f,02/20/2018,
11073,,118,4c6f06b22b6043528d1f194fd5c539f7,05/01/2018,
11081,,118,bae1ea0e87214a9fbc58d71c7062448c,09/23/2017,
11087,,118,762d9c38dc864c41ba2879c444c97f7d,09/27/2017,
11100,,118,d9d1c595b0ce4da695e96312369e5c4c,04/08/2016,
11111,,118,482bfde0e0bb47d7bc5f4c45b8a892d0,11/12/2015,
11132,,118,2a8bd6f5abe44e26a6b1ef04cf777f4f,03/21/2017,
11146,,118,da47c4418d464beb8fcd91c25d143d5b,11/26/2017,
11152,,118,8fd1b23ea1874f6d9b1f3b2bf0024cb0,03/14/2018,
11159,,118,5ae36f912be1492199ec2da838cc6dda,10/21/2015,
11160,,118,7882ad2a6cd44b6796c4e6eaffc40eb4,09/04/2017,
11170,,118,056b230b94304920a5c289974acaeb0c,08/29/2017,
11175,,118,a7732c8e10e843b18bc7765cdc3a836c,09/14/2017,
11178,,118,4e458fc73b004f6896bafd3f7265d0ce,09/05/2016,
11189,,118,63e6ddd860d74724af5f476f8a3882ab,05/16/2018,
11197,,118,a2c2d33befb94372833451fdd0820148,01/26/2018,
11207,,118,a3f32a88c02848d9973a701888877ef8,07/13/2016,
11213,,118,4002a1ee12b846c8aa9230fccff3f59a,03/08/2016,
11217,,118,7028c194e0f443829e3049a584abd56a,08/07/2017,
11221,,118,326f27f638d14215b3429a0636cc37f9,08/03/2017,
11227,,118,c3e36389d78348d18458eafd6f35bc1c,02/20/2016,
11244,,118,c2bcdddddd2b4353a4751db78912a760,03/30/2017,
11247,,118,f8fa92e65bec4d51b35ceab6d863259e,01/09/2015,
11260,,118,ea796e04a85942e3a77985ed1f9a1940,04/20/2017,
11272,,118,2c0f3100a6ae4906959044a50c9fe641,05/24/2016,
11277,,118,10ed1b85c9614852916a00c155fdaa08,10/10/2015,
11278,,118,5709166b8a4f46d0bc32db8b85e2d6fb,05/27/2016,
11289,,118,5fabddadf9df43c3a41e4f58cc797fd4,10/10/2016,
11298,,118,136a0b14cb2c42faa5a7492eb43480c5,02/09/2016,
11303,,118,f2b3ad312ea343f483ea8a3db41b3a47,04/26/2016,
11304,,118,85d6790868c146b8a3a9c0e9ba07d6b1,11/26/2017,
11319,,118,683537f4b0f84e52bb4781d544da9070,04/21/2016,
11324,,118,128c0040b8d34587970e1cbbf60f5cc0,01/30/2016,
11329,,118,2ee4c9f11e4d4b34b7c038ec1f251148,11/08/2016,
11336,,118,36ca38ce449645fcacc6fe0465010d64,09/14/2017,
11344,,118,22990d835a0f4be28c3a7f0179cd39f0,11/26/2017,
11345,,118,e9ea9187fd4a41f59531f59dd3a511e3,01/27/2014,
11372,,118,5d2b8131ed9847c4b6606c534aef7ceb,03/21/2018,
11384,,118,1575f73eb0274ab6b25567ace5ba2a90,06/02/2016,
11387,,118,6d1edf56e5894240a755df5cbfae806c,01/21/2018,
11392,,118,8aa2f57d85934578b6a5da5682500d08,03/12/2016,
11400,,118,f488a534b7204529908f1f95a6bd92cd,03/03/2018,
11421,,118,dd61e2bc8cd74beaa28224af99288068,10/13/2017,
11434,,118,cd53a72ed0374e009d1a48a0aa149793,08/23/2015,
11436,,118,b356ee145ca94ee89696c218ee71eec6,08/27/2016,
11450,,118,5504732e8c82404095094982131076d1,02/06/2016,
11452,,118,42636c607b97409ca9d284a8d13405ba,07/28/2016,
11455,,118,cd1f2f7d93614d5ea28f27c4875be0ff,03/03/2018,
11480,,118,105b50604fdc47298aa592d8946b8ac5,03/03/2017,
11484,,118,c78c4a78172d4a75b3cf12ae81ec4a21,09/06/2017,
11503,,118,75f463e0323742038b0c7e67612cd133,06/04/2018,
11505,,118,c8d4c279a5344f86a213725e199cb3f5,06/09/2018,
11506,,118,91822a0b4815413a82199d25c7293fc7,04/11/2018,
11526,,118,d7af537a9c1c47d8a89913699c4b4343,07/18/2017,
11531,,118,3407ea7b3da64a98848f6c2fadfc0c69,05/21/2016,
11539,,118,d910c3264654421a9a72916bd1816611,08/09/2015,
11543,,118,c4346e97f0a74f34aba9392856e6c1e1,04/17/2014,
11547,,118,fa16652188eb49e080e9369849db4350,08/24/2017,
11548,,118,3eb6aded21df4dcda69ba084c3dab2eb,05/03/2016,
11553,,118,bb60cc839c154faba1e4bd3bb3762566,07/25/2017,
11554,,118,324cde983eef4759ace1e2e30816b751,11/10/2017,
11574,,118,9dcc543fb44a4ff3b491f7b057dde052,01/13/2016,
11589,,118,4715bcde100647d6bbcc9b4f1e39df92,07/02/2018,
11595,,118,e0cdb055bfcb40aeb18accedf8346204,02/19/2016,
11599,,118,896a5bab4952449ba3c972fd71aa9f30,09/28/2016,
11610,,118,61e882f4824149cc9bc534308f8a2aa6,03/26/2017,
11617,,118,15a8348b98f24aa3a2a492e861625b93,09/12/2017,
11618,,118,96ff9b56ced445e5b0b07b1b82554113,08/01/2017,
11621,,118,84f484c6fed742d18921648d3d72218e,08/17/2015,
11624,,118,0a8446aecfe548388a774ab52162850e,11/05/2017,
11637,,118,468fe3d104e44f2da09311e42407fd5f,03/30/2017,
11638,,118,87a7470272ca422faa06debd1c813216,03/12/2017,
11647,,118,f9d169fa4c254d99b334c09088772cd0,03/24/2017,
11652,,118,266511ae65474a0297f7d6b1f0ec3705,03/08/2018,
11655,,118,b673e4cf251c498c9a8a0997874f6704,03/05/2018,
11657,,118,790d13770c3d43f981c9080f444f4cbd,01/12/2018,
11659,,118,0c4636aab4284e1484b7f88c6d48ba36,01/06/2018,
11665,,118,350baaf35ad14a8e805991bc704404cd,10/06/2017,
11666,,118,882a3db453b941f98e91fbac42d39b72,07/28/2017,
11695,,118,0c21d96502a64b6c9a90d5ca2b8a7be8,03/15/2016,
11700,,118,640f6eb009be4076a57769111ea79414,04/09/2018,
11704,,118,b73a475d5dfd496e87123fb689f67965,06/08/2018,
11708,,118,347b0731981245c681867568552acf2c,01/01/2017,
11714,,118,1c78834522f9410087e559648e9d9e50,05/02/2018,
11720,,118,22ff97b3841c460c8cb85aabfe14ae48,09/29/2017,
11725,,118,2ec402c33fb34f42a2b16a6abcb34936,08/11/2016,
11741,,118,20b5c011a0dd4c0f89957d770a141b90,11/26/2017,
11745,,118,b5adce6af1544deeb3e3f96f3544b169,03/13/2018,
11747,,118,35021cb17d1f4f23963dfeb34d32261e,08/09/2017,
11773,,118,8a2ce69930a740ba9a1de18a509abba7,11/11/2014,
11774,,118,72fdb0f803f84d2b983731b58a0d55cf,11/22/2017,
11790,,118,42085a2ff6b8457fbd59029593406e26,06/19/2016,
11807,,118,94d637e09b904f8db1bb28dba844133f,12/06/2017,
11829,,118,7b25c32a41fe421dafe15366b093fdd1,10/23/2017,
11835,,118,0d3f3f5f65b5433db4ef88f6cb518c29,04/26/2017,
11860,,118,19922e284d024fd2961bc2d2e7172ab5,11/04/2017,
11874,,118,22e48d2f671b4bcd97de9a51363ac680,02/26/2017,
11875,,118,b7e0b2b278794fa8af656a8cd8075124,03/23/2018,
11890,,118,0d22a83650df410d978e9ae2a3f94152,03/12/2017,
11891,,118,cabf3a5898694a0b83f7ba8de7e20b23,09/08/2017,
11895,,118,19fc24db285b41b8b91546f8ba7a1557,01/05/2016,
11902,,118,9340b5fb0b094bf290db110aff473d5b,10/02/2017,
11906,,118,2f540b11a67245fa8256ff903498b2e5,02/23/2017,
11908,,118,da86d73d929143cbbdee3f82b40bba0f,09/10/2015,
11920,,118,b4869c96c07e4be3aa9f2fc6027fe098,03/05/2017,
11923,,118,695d4738abe7406da6966df59a1cd4fc,03/03/2018,
11930,,118,9bc8a8602e6b42e2b36162f859ec2380,05/28/2018,
11932,,118,ca1896b11ef042ed9702c3b5ebbae538,01/15/2018,
11945,,118,36b0760c24574d1e82629a9d881b4ef7,02/08/2018,
11949,,118,2a18130a7d8e4824a57f2a9ef8c9920b,06/25/2016,
11961,,118,8b46b5a99dfe41b7ad858996521514df,06/21/2017,
11967,,118,6ee7b5ff797d43c2bc9f23f0fa69c524,10/06/2015,
11972,,118,812ca7f271cb4cf88417ece7a73092f4,08/13/2016,
11979,,118,73c672ec522045fbae5a0a6864214fcd,02/26/2017,
11983,,118,4cb518898aef4295b7a86ef86580f4dc,05/04/2018,
12000,,118,624c09e749c841b8a75d32a464c8cc50,02/23/2017,
12003,,118,69b1b12593b843b5950b4d9db0866444,10/12/2015,
12021,,118,a99417934b694273bb5991d6897ee1f8,08/15/2015,
12022,,118,4b5cbea8f0364a9bb50308c8b6dc2e73,09/28/2017,
12024,,118,d24693b4f6d141538c41138995cf1ade,01/11/2016,
12028,,118,09144b1952844d96b356b7aae28ec80d,09/06/2017,
12030,,118,6331a277483846d79c90feda3a4dcd43,12/26/2015,
12059,,118,6388786261eb42808f79e71509fb4855,12/29/2017,
12062,,118,3a224439e19e4c2096262bab837a3773,11/07/2017,
12063,,118,9d960e161d7f4cef86d30f3cc63dd85d,10/02/2017,
12089,,118,2a2c5ee51e784e0bb4a956a4d36ae159,07/30/2016,
12112,,118,9504588a36ed4c868759a7092cdfa7b1,02/07/2018,
12123,,118,8664869ece6148c3bae009024127af9c,07/11/2016,
12130,,118,1252c957dfb44171a3cbe9ad5f0ea1d7,03/09/2018,
12135,,118,a94a0e9e1b544cea8ee81e80ea3688a0,03/20/2015,
12162,,118,1b2df224a41b4aa9a269be43a4b4d0ba,03/03/2017,
12176,,118,8857500540a74e0a95c9919bb789c787,10/15/2017,
12177,,118,5827ad2a640444d1aa2868d6bfc65e05,12/10/2016,
12179,,118,143d05b3029c483a80c3ebb4fa3aa620,12/21/2016,
12190,,118,658806e12724476f875e2418141c3279,06/12/2015,
12192,,118,328b6cecb5434704bfd6d5ac35881140,04/24/2018,
12205,,118,a9012cc8c7d94d2aae450ea4c314d394,03/28/2016,
12212,,118,2170a95b5a08405eb33a3b21f19bdf1b,06/02/2016,
12213,,118,9b177c2a75054cc2a10db0e666a565f5,09/01/2017,
12216,,118,aaac4f1e28ec4f6e95b724e4974b41bf,11/10/2017,
12230,,118,7df9de0240c743b8a53743791d8f39f7,05/26/2018,
12240,,118,a58629a6827f48a2a5d3127db9bee811,01/18/2018,
12250,,118,22983eb87bcd4795b330c2d20d910653,11/17/2017,
12266,,118,3b792cbfde214022b5aac8207f482f6a,01/29/2018,
12268,,118,384c25983b6b40208362f8053b62378e,11/15/2017,
12273,,118,e959acbfc347460b8a55f94fc64e661b,10/27/2017,
12282,,118,c42e31b92abd41368be7ed1cf0a7ac46,10/31/2017,
12285,,118,cb566e7fef264e6db3c9df16af197f0f,09/03/2017,
12300,,118,dedf65cb4a424320a2d1f7d0b52cb9ee,08/24/2016,
12318,,118,547b2f119694435b9f3ecd92867468dc,12/08/2016,
